Bus Number,Lon,Lat
310,-123.0332231,39.74732339
311,-122.3140482,41.57360494
312,-118.1910072,33.95439511
313,-117.1394497,32.00509602
314,-116.4119369,48.38567256
315,-111.9365903,33.10089707
316,-112.7681,40.83713801
317,-108.6745281,36.93509397
318,-121.4141146,38.64574317
319,-119.4991618,37.42202697
320,-105.1300191,42.88608754
321,-105.7280929,43.34872264
322,-121.3839451,38.52281693
323,-104.5214332,39.59311364
324,-115.0925974,36.05006945
325,-117.983397,34.00215214
326,-114.8023375,36.01890874
327,-112.4793925,43.90230546
328,-105.0491533,41.10072888
329,-109.7259547,40.72278261
330,-114.2414628,36.44947103
331,-121.2341297,39.81607085
332,-119.2674831,33.86138726
333,-106.6615357,35.05652608
334,-118.8365291,34.66959892
335,-117.3216725,38.2461927
336,-115.6696458,33.03174096
337,-121.7200494,36.90739059
338,-118.6346845,35.27882154
339,-114.5105538,51.29060731
340,-118.3666147,34.03701176
341,-120.9539882,38.68801777
342,-117.792568,34.06785178
343,-112.6859104,38.30756717
344,-111.3285591,53.96207976
345,-121.2458556,37.82490746
346,-118.2320932,34.72944703
347,-116.9821197,44.17814145
348,-122.3476374,48.89621538
349,-122.3582928,38.12907171
350,-114.2134087,49.75263711
351,-107.7918439,38.1290935
352,-112.8996741,42.42559806
353,-121.3384473,38.62549533
354,-118.1187231,35.90730643
355,-114.6959979,51.47625853
356,-106.5870311,34.99655893
357,-115.907003,43.51549217
358,-111.6925373,42.91246595
359,-104.7302404,38.58212337
360,-118.462621,34.19536583
361,-117.0925457,47.75073703
362,-117.1212487,36.78767135
363,-118.487384,40.29519668
364,-113.4508875,43.27464253
365,-115.4318804,41.38604506
366,-122.1223891,37.16238929
367,-123.5636735,47.20076732
368,-117.5660789,32.92142245
369,-121.0766226,37.64986939
370,-113.0580213,53.11772533
371,-121.197537,38.57404362
372,-105.5642541,34.54524821
373,-120.8564122,35.49177724
374,-111.9346595,40.55092857
375,-104.6999563,40.04938897
376,-109.2775024,46.42846781
377,-110.3124881,50.6745536
378,-111.7244282,33.08238173
379,-110.7641513,32.19163569
380,-117.3394957,33.80518885
381,-113.303406,43.11145265
382,-118.0577109,33.85892251
383,-110.6054677,45.53849831
384,-118.7697624,36.25281996
385,-117.7978101,34.04240967
386,-121.2807885,37.79779196
387,-111.8607588,33.11141437
388,-111.7604804,42.69609555
389,-119.7384864,37.07927816
390,-105.2195588,39.85320315
391,-106.4977202,35.17480355
392,-111.5776917,32.78334465
393,-121.4129282,38.66130167
394,-112.05845,40.38148895
395,-117.6564115,34.02105854
396,-122.5239625,43.42279007
397,-122.2054932,48.07737145
398,-113.1244543,43.51100601
399,-114.6869048,51.10172861
400,-112.0253448,39.94455833
401,-111.9427409,40.76852801
402,-111.1697897,41.77661757
403,-120.8773575,47.63204326
404,-117.1397165,44.05993202
405,-122.9997258,44.69969682
406,-121.254388,38.72112719
407,-118.1444333,34.03524327
408,-121.8364761,38.21080477
409,-118.1843326,48.06200445
410,-107.1724541,35.61676699
411,-121.4371558,38.52274339
412,-123.2986539,39.51226553
413,-120.6804712,46.58388041
414,-107.3003312,43.46568148
415,-120.6308938,37.48614134
416,-119.825913,46.82652378
417,-118.0460995,34.03109338
418,-104.7839428,40.28880887
419,-106.5862187,35.10063178
420,-122.8372676,44.60998115
421,-121.3587821,38.61987889
422,-109.5031661,44.09900485
423,-118.1035977,35.12011122
424,-104.4492993,44.3511345
425,-114.6318752,43.05032155
426,-115.0679119,54.24020124
427,-120.2983943,46.94374475
428,-121.5731588,37.85103749
429,-121.2621355,39.55529248
430,-112.0464687,39.1004462
431,-122.2172703,55.5305164
432,-118.4392552,34.00448996
433,-112.2222981,51.72003559
434,-106.4724346,45.56845033
435,-117.0449398,48.72919099
436,-111.8094272,43.26285166
437,-120.3300315,38.09090992
438,-123.0176683,41.21691027
439,-122.1369964,41.83126211
440,-122.9713789,38.56902913
441,-122.44312,45.58820798
442,-110.5127756,35.27249826
443,-116.6194791,55.00341487
444,-122.2623793,47.92595832
445,-122.2589537,52.56673415
446,-119.3623195,34.73806211
447,-121.4218762,38.62566504
448,-109.3472925,38.39725387
449,-117.0373412,32.8081798
450,-117.083627,41.12872339
451,-116.1953876,43.64233833
452,-122.7486827,45.15862032
453,-115.9965878,38.1506184
454,-110.7951017,32.15880364
455,-118.1644798,40.14867574
456,-118.3855191,33.78338925
457,-115.4356427,42.49340984
458,-111.0835154,48.77990489
459,-124.2374039,48.46164719
460,-116.1964048,33.77000158
461,-118.670862,34.05045828
462,-116.9490407,34.18053182
463,-121.3759035,38.45131142
464,-119.6373846,46.12602254
465,-109.8211887,38.14757987
466,-113.9066076,49.99831599
467,-104.1971517,45.40025753
468,-115.2762345,32.62246214
469,-115.4217978,37.36279918
470,-112.0224287,41.19488269
471,-121.4366848,37.95552472
472,-119.5334736,46.52657491
473,-117.3685431,34.04496027
474,-111.1600663,46.23620474
475,-122.373807,39.69128667
476,-124.4835761,43.69207066
477,-122.2450652,38.12100907
478,-117.7886463,33.67584263
479,-118.0094855,33.99313294
480,-105.3804403,43.89893033
481,-121.5620602,38.51135069
482,-112.4241481,49.07790318
483,-117.4210834,40.31418571
484,-122.5645714,53.70022403
485,-117.0252758,44.7132533
486,-112.7161937,33.75623389
487,-123.0955445,44.05993604
488,-117.637538,34.01724414
489,-116.1650257,42.87327509
490,-104.8528074,38.3700547
491,-121.6497472,36.83780766
492,-122.2655921,48.00273771
493,-119.0226124,34.61052844
494,-117.4965181,34.0211289
495,-108.9879712,35.23040289
496,-123.8062988,47.50399601
497,-118.8206961,35.41829013
498,-119.1094971,50.72237544
499,-111.7638877,32.97859065
500,-121.2784694,37.42489151
501,-111.5432003,42.44202651
502,-111.820073,40.23086774
503,-118.0645544,35.13300973
504,-103.6858597,40.33487485
505,-116.6463761,45.14044603
506,-118.61509,46.23792655
507,-111.8933443,40.71106662
508,-111.948065,41.03684229
509,-118.9326389,36.72940274
510,-121.6252534,36.55006315
511,-106.1273929,31.78802252
512,-111.8185907,40.75429711
513,-112.8907259,43.32947375
514,-121.4711169,38.57364923
515,-104.9990592,39.2979755
516,-115.467378,32.86551494
517,-119.067607,37.5335437
518,-117.2802557,32.93643289
519,-121.2928992,38.491961
520,-123.769389,40.16257454
521,-123.1024603,44.09569821
522,-114.5712565,35.14237973
523,-122.1538644,37.0908535
524,-118.2537717,34.34472227
525,-108.6381378,34.94813439
526,-122.075919,37.86610159
527,-119.4582559,40.02596595
528,-121.3262676,38.15420907
529,-112.9763108,34.68353194
530,-121.6725952,39.30454956
531,-122.1234528,47.44417007
532,-106.3307237,31.7001985
533,-118.991598,40.7550268
534,-121.403738,38.42731689
535,-121.7767756,37.60878836
536,-122.4025771,54.56238864
537,-122.0904511,41.45303226
538,-123.2130091,43.89869274
539,-120.8480352,50.2995521
540,-107.7440835,46.71349188
541,-108.4901216,38.62272681
542,-112.2654846,40.79739055
543,-102.5724296,39.54863115
544,-122.7962462,38.35350691
545,-106.5738972,35.31772374
546,-115.1801368,36.37264971
547,-111.9955538,41.55701089
548,-112.6020154,51.52570156
549,-117.7930735,34.07805139
550,-107.3259113,35.16665875
551,-108.3454272,44.81937955
552,-119.3912539,35.34898527
553,-114.9295299,36.10966828
554,-112.4988734,52.67647162
555,-116.9598843,44.16419514
556,-113.4276199,43.38422313
557,-121.3515909,45.70519421
558,-122.2276485,42.37103219
559,-121.7774094,44.69720366
560,-122.5490473,49.15825173
561,-111.8290587,40.9535388
562,-122.4752033,47.73526604
563,-122.9583216,44.53897169
564,-115.917457,47.91280231
565,-121.837162,42.46457045
566,-119.2986113,37.83003335
567,-123.1916605,47.3941809
568,-117.9033058,33.81345995
569,-112.1351555,33.38731594
570,-112.0624702,41.18394732
571,-120.1323866,35.32520547
572,-121.1334129,46.37380762
573,-116.6153585,43.69322138
574,-118.3306406,46.458139
575,-111.1980345,39.76910905
576,-108.8810954,44.51943049
577,-111.7688968,41.43534309
578,-122.7269278,55.08932701
579,-119.7632747,36.24400132
580,-117.2701655,33.18804419
581,-121.3015969,37.61425728
582,-122.8752132,49.31956946
583,-118.1403028,34.05618393
584,-114.1104381,43.45919246
585,-111.6209297,33.18104511
586,-123.2394769,40.65060788
587,-117.4966811,40.3254303
588,-118.925745,46.80512207
589,-115.2405024,40.53873216
590,-116.5694715,43.70548632
591,-117.1564439,32.77478968
592,-116.1187514,38.189686
593,-105.009199,43.73382718
594,-112.0152022,40.46342686
595,-123.6566767,53.78211781
596,-109.5181778,37.72461974
597,-107.9858798,35.81371665
598,-111.8677358,40.37052633
599,-123.3977654,42.33723897
600,-116.9926698,33.77296832
601,-117.4302899,33.77903458
602,-117.5748972,33.8133696
603,-120.7393686,36.90970337
604,-123.0889403,39.04236532
605,-120.2208957,44.02419287
606,-114.9533203,36.12237427
607,-109.7292211,40.95793362
608,-121.286742,38.68170077
609,-117.747459,47.16154508
610,-129.7157621,53.06527319
611,-121.2239634,38.68673606
612,-107.7853051,40.48763378
613,-121.1435476,39.22818566
614,-117.8205128,33.96498552
615,-109.8618284,43.06835319
616,-115.3701946,47.96891445
617,-124.1041444,49.43257003
618,-111.5984564,40.33833974
619,-121.4485293,38.64805113
620,-121.5107561,38.52967877
621,-110.2743979,41.33694535
622,-112.4415046,43.18181465
623,-117.9980424,34.24541271
624,-110.6336642,45.68484586
625,-112.0899642,41.4643415
626,-112.2233354,38.3731311
627,-112.5076422,44.63095564
628,-122.8707585,45.34817292
629,-106.5921547,34.98105168
630,-119.6642466,39.25467479
631,-108.8319742,46.23980301
632,-114.8836638,36.22240091
633,-118.8940778,35.1240668
634,-120.0788012,37.16171995
635,-107.4668226,31.53423912
636,-122.5133933,45.24131122
637,-116.0901335,47.3157722
638,-120.5885506,39.06745564
639,-121.567111,39.60492155
640,-104.7118013,39.99299314
641,-118.3531612,38.66354325
642,-115.0735644,36.31628996
643,-117.8733866,33.8007455
644,-121.2826722,38.57098233
645,-121.4173268,37.5402027
646,-121.5785654,40.31081003
647,-123.4300616,47.25546202
648,-116.4193152,48.43189582
649,-121.2091716,37.53703884
650,-114.9088634,36.07588943
651,-105.7557547,39.74400577
652,-106.578656,35.2636593
653,-118.1403776,33.84662441
654,-112.890655,45.94465113
655,-111.6326141,40.39433945
656,-117.1818828,34.4028613
657,-121.9378546,37.91554542
658,-107.8246599,46.88328389
659,-104.35123,37.81730352
660,-112.5666354,43.92792863
661,-113.3337753,33.80935086
662,-105.8221144,36.37261416
663,-118.7117412,34.60104403
664,-118.0927038,33.67869002
665,-121.3589026,38.62075216
666,-119.5032012,36.92037703
667,-121.2278486,38.81996296
668,-108.6272483,41.2823656
669,-117.7391675,40.48544869
670,-118.8336296,34.00764135
671,-118.6066169,35.4421747
672,-120.8985485,35.98250924
673,-120.3357962,41.45825434
674,-116.4351282,41.98322005
675,-104.6890709,38.99681204
676,-118.040153,33.96162729
677,-115.7104718,49.78529277
678,-106.2530831,31.62031779
679,-111.0925832,32.55997585
680,-122.8192934,44.75217946
681,-121.3545902,38.64246866
682,-121.7304385,40.28579842
683,-111.4588733,32.87149712
684,-123.7467829,47.64274174
685,-111.5584004,32.93162196
686,-122.6388415,48.98293096
687,-122.8269956,53.82458856
688,-121.6245783,38.55922669
689,-122.5304606,45.65276724
690,-119.9900676,37.97332854
691,-114.9208845,42.46387019
692,-106.5568139,35.07468802
693,-121.1076987,38.93389714
694,-114.3624973,48.11480683
695,-107.181549,48.28858982
696,-113.9735227,36.50575997
697,-111.9861424,41.18383646
698,-123.6811074,39.88069487
699,-122.5757117,42.2631806
700,-117.8733223,33.87085622
701,-116.5080477,33.48127216
702,-115.1526284,36.01456243
703,-105.0044472,39.61889815
704,-122.1024757,40.05475046
705,-115.0334538,36.10705056
706,-110.4331365,41.33017965
707,-121.4086162,38.6394218
708,-122.2499899,47.78966789
709,-121.8541977,47.67260786
710,-121.5853631,38.64866766
711,-121.3966756,37.86943371
712,-122.1043178,47.3892268
713,-113.7378894,45.090286
714,-119.1430761,47.9729443
715,-112.6507654,42.98476351
716,-117.8175474,33.81533038
717,-121.0562166,39.18230221
718,-121.4118137,38.64161912
719,-118.826633,39.77040253
720,-114.8505392,49.9171767
721,-120.475374,38.81916386
722,-121.202757,37.99129882
723,-112.1942937,33.76355312
724,-118.3060355,34.13764623
725,-104.5402002,40.38551627
726,-122.1819795,37.82438901
727,-106.7013063,35.03930817
728,-122.2159234,47.68114806
729,-119.9754259,46.75263186
730,-111.8608044,42.39089612
731,-106.8978325,38.79972603
732,-117.0602213,32.83003278
733,-116.2672393,33.42652921
734,-104.7803545,40.79714289
735,-112.442379,31.00433621
736,-117.6844428,34.45844331
737,-116.4496052,34.65031945
738,-106.0642817,44.17610143
739,-111.4739848,45.57710078
740,-116.784953,41.24207424
741,-122.6801143,38.34578501
742,-118.2725429,36.9954288
743,-111.9719547,40.9757322
744,-121.459814,36.51303952
745,-120.2087965,51.59666106
746,-105.1298547,37.83669247
747,-122.8834848,38.73009189
748,-122.1634093,37.12286787
749,-122.2204688,47.45466807
750,-122.5274322,38.14406412
751,-111.7473995,39.93844925
752,-111.0469014,34.95679714
753,-121.4426873,38.62049276
754,-104.7505201,39.04283841
755,-118.1471324,34.97205291
756,-118.1030204,34.01704616
757,-116.3196888,44.13180138
758,-121.5764713,45.49060742
759,-121.4439065,40.78809233
760,-111.9673022,53.25883752
761,-112.2034698,39.38141147
762,-121.3034923,38.60449068
763,-106.4564774,38.72515024
764,-106.8985226,35.29525182
765,-112.2653266,42.99920116
766,-118.4442288,34.15889498
767,-119.9163645,50.28516305
768,-121.8215504,40.98456515
769,-122.7928158,49.21769177
770,-115.9229221,33.34404787
771,-113.3302821,52.5855479
772,-114.4906523,34.75616041
773,-119.1043785,35.98421165
774,-123.143125,55.09933072
775,-108.7576996,46.11757421
776,-122.0496131,40.21985974
777,-106.9792946,35.86903404
778,-118.5075075,34.86582132
779,-106.1756182,36.51177331
780,-122.725541,45.96192896
781,-117.6692005,39.83219582
782,-112.0404194,41.04897248
783,-116.901934,47.33860845
784,-112.4604579,31.43322647
785,-104.2383541,40.18388936
786,-105.3523778,48.40054181
787,-120.9108718,40.18612814
788,-116.5209311,33.99747037
789,-119.6226063,50.797202
790,-118.0853672,34.84426679
791,-121.960563,37.63716918
792,-120.048033,36.87315094
793,-122.8756539,41.10879792
794,-115.0872474,54.01380722
795,-118.0868552,38.37925936
796,-114.0096361,43.92203321
797,-109.7393922,46.75857363
798,-122.7062889,49.34172852
799,-129.5513736,56.3898733
800,-119.4710872,35.01823676
801,-120.7763655,51.39287033
802,-121.3927962,38.68909026
803,-114.9528837,32.42251708
804,-112.125195,38.50132511
805,-110.8292171,43.83029917
806,-122.3240013,41.34115043
807,-104.7911718,33.00374777
808,-108.6421134,41.92368805
809,-111.2705293,43.9971699
810,-115.397415,48.43417578
811,-123.2502619,41.64419587
812,-110.3763073,47.81827173
813,-121.2106097,37.71024185
814,-105.0282356,44.07035058
815,-107.5519888,48.34905555
816,-118.2952198,48.85896408
817,-110.1661465,45.30812629
818,-122.2285345,40.55265483
819,-116.1416624,43.70868762
820,-123.2666205,44.85231628
821,-118.6222665,35.03634414
822,-107.8420796,32.18204849
823,-117.0348139,44.33849147
824,-110.5477316,41.90960735
825,-121.4074607,38.33129801
826,-116.8087278,43.96786665
827,-122.7181524,49.31098585
828,-103.252937,38.42180381
829,-118.9979382,34.55422754
830,-123.5010643,43.8162115
831,-119.3907328,34.67395979
832,-112.9887373,46.60865252
833,-119.0904641,34.92648177
834,-115.0155941,36.03738262
835,-122.6293062,38.12081701
836,-115.2204416,36.2630594
837,-118.2515071,34.09733533
838,-104.9236337,38.71232629
839,-115.6390426,50.17837351
840,-122.7608679,45.43897196
841,-117.6923145,33.93565067
842,-118.2984413,35.35582249
843,-116.8860137,33.95555443
844,-112.1409852,38.69401726
845,-111.4550679,39.65343563
846,-112.7408142,33.10496321
847,-113.9414648,41.91107197
848,-121.3397741,38.55636624
849,-109.477406,46.82248937
850,-118.3801863,34.12490055
851,-116.1089384,49.318247
852,-115.7690975,42.93333166
853,-111.7668141,33.02750396
854,-118.7170034,35.7691162
855,-118.455501,33.82430302
856,-121.4456563,37.67663505
857,-111.9559945,40.90535114
858,-110.890971,30.78433226
859,-122.8953208,44.6420774
860,-104.9355897,36.20798158
861,-114.9389078,36.00780727
862,-122.7951933,44.65343006
863,-121.2174817,38.60472701
864,-109.0993557,45.76034924
865,-105.131757,39.55954004
866,-115.474061,32.64262892
867,-122.1971419,47.97721598
868,-105.3387579,37.54652493
869,-122.5180578,53.56551205
870,-115.3609064,50.81416511
871,-114.4133088,37.03446433
872,-117.16384,34.13800489
873,-106.6210609,35.18524826
874,-122.551448,40.09691486
875,-105.778276,43.31783343
876,-119.5026818,34.80486093
877,-117.2178988,40.59519542
878,-121.4108914,38.63190196
879,-117.7923333,40.62964674
880,-111.603935,40.8967881
881,-122.5676668,41.68104642
882,-120.6560025,39.58534086
883,-107.5333109,45.96806631
884,-122.9624941,38.93657737
885,-121.7391857,36.68270185
886,-106.0983577,35.84457033
887,-117.0023306,34.40225165
888,-121.6951833,37.86879074
889,-122.6026856,48.92498795
890,-114.9439303,54.11698096
891,-122.839673,49.1565859
892,-117.132795,44.11306265
893,-102.2762743,40.88147372
894,-113.6958335,33.27768424
895,-121.4780925,38.55119687
896,-111.6757585,33.01511416
897,-120.9757076,39.81264291
898,-111.9584374,40.96572691
899,-107.2001774,35.95962024
900,-110.4788707,45.420049
901,-122.6668258,45.888286
902,-120.7076827,49.67487994
903,-118.7052898,35.41023216
904,-117.1135227,32.62111206
905,-111.1086361,48.11821525
906,-120.545905,51.018537
907,-121.3045401,38.42199113
908,-105.4903671,34.69863865
909,-108.5684333,43.14745882
910,-118.972711,47.9283351
911,-122.8366041,40.22469536
912,-118.3366401,46.60710308
913,-120.7866539,38.23353964
914,-120.9026154,37.97643221
915,-103.9727202,39.30404881
916,-118.3589767,34.05140568
917,-115.9137734,47.31683423
918,-118.3905959,48.22874945
919,-116.7823794,38.02582964
920,-112.1216999,40.9349155
921,-117.2589558,47.59129067
922,-116.2364176,43.13477043
923,-121.1226283,39.06505738
924,-121.9391241,46.36064448
925,-116.1510652,46.58239387
926,-120.6763065,38.25790405
927,-119.5509158,35.8195319
928,-123.1669623,44.61307677
929,-115.1219206,36.18574395
930,-106.7880612,39.49011815
931,-110.8843716,46.19746476
932,-121.0641218,39.4508683
933,-112.0213929,41.68329421
934,-123.0821551,44.01665193
935,-115.6746531,33.10021082
936,-122.2668894,47.54536801
937,-105.1633872,39.9318125
938,-113.4797166,51.00112288
